timestamp,action_type,item_id,cursor_time,source,user_answer,platform
1565164539911,play_video,l218,0,archive,,mobile
1565164544255,pause_video,l218,3872,archive,,mobile
1565164545384,play_video,l218,4133,archive,,mobile
1565164798974,pause_video,l218,257601,archive,,mobile
1565164802513,quit,l218,,archive,,mobile
1565164857417,enter,l184,,archive,,mobile
1565164864070,play_video,l184,0,archive,,mobile
1565164904100,pause_video,l184,26594,archive,,mobile
1565164905479,play_video,l184,26679,archive,,mobile
1565164907429,pause_video,l184,27545,archive,,mobile
1565164916995,play_video,l184,28212,archive,,mobile
1565164918899,pause_video,l184,29076,archive,,mobile
1565164921948,quit,l184,,archive,,mobile
1565164923428,enter,l184,,archive,,mobile
1565164926467,play_video,l184,0,archive,,mobile
1565164957868,pause_video,l184,26658,archive,,mobile
1565164957868,quit,l184,,archive,,mobile
1565165255376,enter,l84,,archive,,mobile
1565165259990,play_video,l84,0,archive,,mobile
1565165263924,pause_video,l84,2859,archive,,mobile
1565165263924,quit,l84,,archive,,mobile
1565167079173,enter,e1965,,review,,mobile
1565167081054,quit,e1965,,review,,mobile
1567146050313,enter,b7923,,tutor,,mobile
1567146291862,respond,q10649,,tutor,b,mobile
1567146299961,submit,b7923,,tutor,,mobile
1567146321637,enter,b7923,,tutor,,mobile
1567146417415,respond,q10649,,tutor,a,mobile
1567146425927,respond,q10649,,tutor,c,mobile
1567146437046,submit,b7923,,tutor,,mobile
1567146437098,enter,e7923,,tutor,,mobile
1567146917053,quit,e7923,,tutor,,mobile
1567146917100,enter,b7383,,tutor,,mobile
1567147074117,respond,q10032,,tutor,b,mobile
1567147078106,submit,b7383,,tutor,,mobile
1567147078155,enter,e7383,,tutor,,mobile
1567147195459,quit,e7383,,tutor,,mobile
1567147195546,enter,b1473,,tutor,,mobile
1567147227345,play_audio,b1473,0,tutor,,mobile
1567147241531,pause_audio,b1473,14642,tutor,,mobile
1567147246599,submit,b1473,,tutor,,mobile
1567147259487,enter,b1476,,tutor,,mobile
1567147291736,play_audio,b1476,0,tutor,,mobile
1567147357761,pause_audio,b1476,68254,tutor,,mobile
1567147371805,respond,q1626,,tutor,a,mobile
1567147389680,respond,q1626,,tutor,c,mobile
1567147390269,respond,q1626,,tutor,a,mobile
1567147390602,respond,q1626,,tutor,c,mobile
1567147390818,respond,q1626,,tutor,a,mobile
1567147391053,respond,q1626,,tutor,c,mobile
1567147391245,respond,q1626,,tutor,a,mobile
1567147391431,respond,q1626,,tutor,c,mobile
1567147391607,respond,q1626,,tutor,a,mobile
1567147391804,respond,q1626,,tutor,c,mobile
1567147391995,respond,q1626,,tutor,a,mobile
1567147392195,respond,q1626,,tutor,c,mobile
1567147392380,respond,q1626,,tutor,a,mobile
1567147392546,respond,q1626,,tutor,c,mobile
1567147392929,respond,q1626,,tutor,a,mobile
1567147393161,respond,q1626,,tutor,c,mobile
1567147393363,respond,q1626,,tutor,a,mobile
1567147393598,respond,q1626,,tutor,c,mobile
1567147393799,respond,q1626,,tutor,a,mobile
1567147394036,respond,q1626,,tutor,c,mobile
1567147394236,respond,q1626,,tutor,a,mobile
1567147394427,respond,q1626,,tutor,c,mobile
1567147394652,respond,q1626,,tutor,a,mobile
1567147394960,respond,q1626,,tutor,c,mobile
1567147395157,respond,q1626,,tutor,a,mobile
1567147396173,respond,q1626,,tutor,c,mobile
1567147396383,respond,q1626,,tutor,a,mobile
1567147396668,respond,q1626,,tutor,c,mobile
1567147396797,respond,q1626,,tutor,a,mobile
1567147397110,respond,q1626,,tutor,c,mobile
1567147397364,respond,q1626,,tutor,a,mobile
1567147397587,respond,q1626,,tutor,c,mobile
1567147397753,respond,q1626,,tutor,a,mobile
1567147398022,respond,q1626,,tutor,c,mobile
1567147398169,respond,q1626,,tutor,a,mobile
1567147398472,respond,q1626,,tutor,c,mobile
1567147398781,respond,q1626,,tutor,a,mobile
1567147399048,respond,q1626,,tutor,c,mobile
1567147399346,respond,q1626,,tutor,a,mobile
1567147399930,respond,q1626,,tutor,c,mobile
1567147400045,respond,q1626,,tutor,a,mobile
1567147400318,respond,q1626,,tutor,c,mobile
1567147400468,respond,q1626,,tutor,a,mobile
1567147400736,respond,q1626,,tutor,c,mobile
1567147401093,respond,q1626,,tutor,a,mobile
1567147402913,respond,q1626,,tutor,c,mobile
1567147403257,respond,q1626,,tutor,a,mobile
1567147403539,respond,q1626,,tutor,c,mobile
1567147403694,respond,q1626,,tutor,a,mobile
1567147404044,respond,q1626,,tutor,c,mobile
1567147404394,respond,q1626,,tutor,a,mobile
1567147404740,respond,q1626,,tutor,c,mobile
1567147405101,respond,q1626,,tutor,a,mobile
1567147405456,respond,q1626,,tutor,c,mobile
1567147410392,submit,b1476,,tutor,,mobile
1567148033783,enter,b7380,,tutor,,mobile
1567148182756,respond,q10029,,tutor,d,mobile
1567148186428,submit,b7380,,tutor,,mobile
1567148186474,enter,e7380,,tutor,,mobile
1567148351936,quit,e7380,,tutor,,mobile
1567148352001,enter,b135,,tutor,,mobile
1567148383413,play_audio,b135,0,tutor,,mobile
1567148398402,erase_choice,q135,,tutor,b,mobile
1567148405862,pause_audio,b135,23455,tutor,,mobile
1567148408761,erase_choice,q135,,tutor,d,mobile
1567148412873,respond,q135,,tutor,a,mobile
1567148419137,submit,b135,,tutor,,mobile
1567148419199,enter,e135,,tutor,,mobile
1567148552277,quit,e135,,tutor,,mobile
1567148959787,enter,b1505,,tutor,,mobile
1567148992976,play_audio,b1505,0,tutor,,mobile
1567149060374,pause_audio,b1505,69640,tutor,,mobile
1567149105561,respond,q1713,,tutor,a,mobile
1567149111126,submit,b1505,,tutor,,mobile
1567149111194,enter,e1505,,tutor,,mobile
1567149185368,quit,e1505,,tutor,,mobile
1567149185434,enter,b1445,,tutor,,mobile
1567149217405,play_audio,b1445,0,tutor,,mobile
1567149274900,respond,q1533,,tutor,d,mobile
1567149291279,pause_audio,b1445,76117,tutor,,mobile
1567149306335,submit,b1445,,tutor,,mobile
1567149306368,enter,e1445,,tutor,,mobile
1567149337997,quit,e1445,,tutor,,mobile
1567149338060,enter,b7920,,tutor,,mobile
1567149885245,respond,q10637,,tutor,a,mobile
1567149910686,respond,q10635,,tutor,b,mobile
1567149922165,respond,q10635,,tutor,d,mobile
1567149935646,respond,q10635,,tutor,a,mobile
1567149941214,respond,q10635,,tutor,c,mobile
1567149943644,respond,q10635,,tutor,b,mobile
1567149944743,respond,q10636,,tutor,a,mobile
1567149964187,submit,b7920,,tutor,,mobile
1567149964238,enter,e7920,,tutor,,mobile
1567149983031,quit,e7920,,tutor,,mobile
1567491766399,enter,e7920,,tutor,,mobile
1567491775603,quit,e7920,,tutor,,mobile
1567491775655,enter,b7378,,tutor,,mobile
1567492035600,respond,q10027,,tutor,a,mobile
1567492039763,submit,b7378,,tutor,,mobile
1567492039817,enter,e7378,,tutor,,mobile
1567492148968,quit,e7378,,tutor,,mobile
1567492523920,enter,b7361,,tutor,,mobile
1567492574126,respond,q10010,,tutor,d,mobile
1567492577605,submit,b7361,,tutor,,mobile
1567492577658,enter,e7361,,tutor,,mobile
1567492822810,quit,e7361,,tutor,,mobile
1567492863860,enter,b1580,,tutor,,mobile
1567492895858,play_audio,b1580,0,tutor,,mobile
1567492949248,respond,q1938,,tutor,c,mobile
1567492951656,pause_audio,b1580,58006,tutor,,mobile
1567492956077,submit,b1580,,tutor,,mobile
1567492956140,enter,e1580,,tutor,,mobile
1567492961643,play_audio,b1580,0,tutor,,mobile
1567493004694,pause_audio,b1580,43468,tutor,,mobile
1567493046220,quit,e1580,,tutor,,mobile
1567493046281,enter,b1199,,tutor,,mobile
1567493053782,play_audio,b1199,0,tutor,,mobile
1567493068304,pause_audio,b1199,14966,tutor,,mobile
1567493069277,respond,q1199,,tutor,a,mobile
1567493072839,submit,b1199,,tutor,,mobile
1567493072862,enter,e1199,,tutor,,mobile
1567493100034,quit,e1199,,tutor,,mobile
1567493166059,enter,b1513,,tutor,,mobile
1567493189619,play_audio,b1513,0,tutor,,mobile
1567493191504,pause_audio,b1513,1723,tutor,,mobile
1567493207636,play_audio,b1513,1778,tutor,,mobile
1567493259382,respond,q1737,,tutor,d,mobile
1567493261470,pause_audio,b1513,57726,tutor,,mobile
1567493266096,submit,b1513,,tutor,,mobile
1567493266115,enter,e1513,,tutor,,mobile
1567493275666,play_audio,b1513,0,tutor,,mobile
1567493310111,pause_audio,b1513,34900,tutor,,mobile
1567493314561,quit,e1513,,tutor,,mobile
1567493314619,enter,b8112,,tutor,,mobile
1567493318886,play_audio,b8112,0,tutor,,mobile
1567493329443,respond,q11059,,tutor,a,mobile
1567493332108,erase_choice,q11059,,tutor,b,mobile
1567493336186,erase_choice,q11059,,tutor,c,mobile
1567493339464,pause_audio,b8112,21634,tutor,,mobile
1567493340485,erase_choice,q11059,,tutor,d,mobile
1567493344483,submit,b8112,,tutor,,mobile
1567493344543,enter,e8112,,tutor,,mobile
1567493349523,quit,e8112,,tutor,,mobile
1567493349577,enter,b564,,tutor,,mobile
1567493352817,play_audio,b564,0,tutor,,mobile
1567493368634,pause_audio,b564,16256,tutor,,mobile
1567493369218,respond,q564,,tutor,c,mobile
1567493372493,submit,b564,,tutor,,mobile
1567493372522,enter,e564,,tutor,,mobile
1567493383099,quit,e564,,tutor,,mobile
1567493383149,enter,b1437,,tutor,,mobile
1567493414735,play_audio,b1437,0,tutor,,mobile
1567493482434,pause_audio,b1437,69901,tutor,,mobile
1567493487519,respond,q1509,,tutor,a,mobile
1567493499058,submit,b1437,,tutor,,mobile
1567493499108,enter,e1437,,tutor,,mobile
1567493505487,play_audio,b1437,0,tutor,,mobile
1567493547243,pause_audio,b1437,42191,tutor,,mobile
1567493554454,quit,e1437,,tutor,,mobile
1567493554518,enter,b1949,,tutor,,mobile
1567493586170,play_audio,b1949,0,tutor,,mobile
1567493659573,pause_audio,b1949,75455,tutor,,mobile
1567493696668,respond,q3045,,tutor,c,mobile
1567493719701,respond,q3045,,tutor,c,mobile
1567493732589,respond,q3045,,tutor,b,mobile
1567493756838,submit,b1949,,tutor,,mobile
1567493756898,enter,e1949,,tutor,,mobile
1567493759467,play_audio,b1949,0,tutor,,mobile
1567493803974,pause_audio,b1949,44958,tutor,,mobile
1567493828625,quit,e1949,,tutor,,mobile
1567494363616,enter,b11376,,tutor,,mobile
1567494395527,respond,q17139,,tutor,a,mobile
1567494399914,submit,b11376,,tutor,,mobile
1567494399956,enter,e11376,,tutor,,mobile
1567494638085,quit,e11376,,tutor,,mobile
1567494638135,enter,b8567,,tutor,,mobile
1567495006368,respond,q11938,,tutor,d,mobile
1567495014991,respond,q11938,,tutor,a,mobile
1567495031362,submit,b8567,,tutor,,mobile
1567495031408,enter,e8567,,tutor,,mobile
1567495165262,quit,e8567,,tutor,,mobile
1567495274404,enter,b8160,,tutor,,mobile
1567495278476,play_audio,b8160,0,tutor,,mobile
1567495289350,erase_choice,q11107,,tutor,a,mobile
1567495294726,respond,q11107,,tutor,b,mobile
1567495298609,respond,q11107,,tutor,c,mobile
1567495302286,pause_audio,b8160,24844,tutor,,mobile
1567495306254,submit,b8160,,tutor,,mobile
1567495306334,enter,e8160,,tutor,,mobile
1567495320641,quit,e8160,,tutor,,mobile
1567495320670,enter,b311,,tutor,,mobile
1567495322592,play_audio,b311,0,tutor,,mobile
1567495337950,pause_audio,b311,15782,tutor,,mobile
1567495339174,respond,q311,,tutor,c,mobile
1567495342493,submit,b311,,tutor,,mobile
1567495342550,enter,e311,,tutor,,mobile
1567495363555,quit,e311,,tutor,,mobile
1567495363608,enter,b1497,,tutor,,mobile
1567495395108,play_audio,b1497,0,tutor,,mobile
1567495435885,respond,q1689,,tutor,a,mobile
1567495455373,pause_audio,b1497,62472,tutor,,mobile
1567495458452,submit,b1497,,tutor,,mobile
1567495458512,enter,e1497,,tutor,,mobile
1567495462008,play_audio,b1497,0,tutor,,mobile
1567495497763,pause_audio,b1497,36205,tutor,,mobile
1567495508195,quit,e1497,,tutor,,mobile
1567495508250,enter,b2078,,tutor,,mobile
1567495541099,play_audio,b2078,0,tutor,,mobile
1567495595565,respond,q3432,,tutor,a,mobile
1567495604689,pause_audio,b2078,65648,tutor,,mobile
1567495608765,submit,b2078,,tutor,,mobile
1567495608787,enter,e2078,,tutor,,mobile
1567495611026,play_audio,b2078,0,tutor,,mobile
1567495649479,pause_audio,b2078,38903,tutor,,mobile
1567495669618,quit,e2078,,tutor,,mobile
1567495669653,enter,b11507,,tutor,,mobile
1567495700170,respond,q17270,,tutor,a,mobile
1567495704475,submit,b11507,,tutor,,mobile
1567495704508,enter,e11507,,tutor,,mobile
1567495762693,quit,e11507,,tutor,,mobile
1568975804680,enter,e878,,review,,mobile
1568975805824,play_audio,b878,0,review,,mobile
1568975817513,pause_audio,b878,11510,review,,mobile
1568975817513,quit,e878,,review,,mobile
1568975820835,enter,e485,,review,,mobile
1568975822021,play_audio,b485,0,review,,mobile
1568975833866,pause_audio,b485,11709,review,,mobile
1568975833866,quit,e485,,review,,mobile
1568975839315,enter,e259,,review,,mobile
1568975840715,play_audio,b259,0,review,,mobile
1568975851282,pause_audio,b259,10410,review,,mobile
1568975851282,quit,e259,,review,,mobile
